id,modality,inferred_relationship,resolution,true_relationship,metadata_correct,obj_1_method,obj_1_candidate_count,obj_1_meta_row,obj_1_uuid,obj_1_image_id,obj_1_doi,obj_2_method,obj_2_candidate_count,obj_2_meta_row,obj_2_uuid,obj_2_image_id,obj_2_doi
1871,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,86662,10.3847.2041-8213.ae157a_apjlae157af2_94590,apjlae157af2,10.3847/2041-8213/ae157a,image_raw_exact,1,86709,10.3847.2041-8213.ae157a_apjlae157af5_94641,apjlae157af5,10.3847/2041-8213/ae157a
1872,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,90715,10.3847.2041-8213.adab76_apjladab76f2_98892,apjladab76f2,10.3847/2041-8213/adab76,image_raw_exact,1,90717,10.3847.2041-8213.adab76_apjladab76f4_98894,apjladab76f4,10.3847/2041-8213/adab76
1873,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,90680,10.3847.2041-8213.adad61_apjladad61f1_98857,apjladad61f1,10.3847/2041-8213/adad61,image_raw_exact,1,90681,10.3847.2041-8213.adad61_apjladad61f4_98858,apjladad61f4,10.3847/2041-8213/adad61
1874,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,54885,10.3847.1538-3881.ad1cec_ajad1cecf1_60475,ajad1cecf1,10.3847/1538-3881/ad1cec,image_raw_exact,1,54886,10.3847.1538-3881.ad1cec_ajad1cecf7_60476,ajad1cecf7,10.3847/1538-3881/ad1cec
1875,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,3924,10.3847.1538-4357.ac9235_apjac9235f10_4266,apjac9235f10,10.3847/1538-4357/ac9235,image_raw_exact,1,3928,10.3847.1538-4357.ac9235_apjac9235f13_4270,apjac9235f13,10.3847/1538-4357/ac9235
1876,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,90920,10.3847.2041-8213.ada27a_apjlada27af4_99102,apjlada27af4,10.3847/2041-8213/ada27a,image_raw_exact,1,90923,10.3847.2041-8213.ada27a_apjlada27af5_99105,apjlada27af5,10.3847/2041-8213/ada27a
1877,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,68521,10.3847.1538-4357.ae19e9_apjae19e9f10_75356,apjae19e9f10,10.3847/1538-4357/ae19e9,image_raw_exact,1,68854,10.3847.1538-4357.ae19e9_apjae19e9f1_75697,apjae19e9f1,10.3847/1538-4357/ae19e9
1878,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,82517,10.3847.1538-4365.adfc59_apjsadfc59f18_90087,apjsadfc59f18,10.3847/1538-4365/adfc59,image_raw_exact,1,82519,10.3847.1538-4365.adfc59_apjsadfc59f16_90089,apjsadfc59f16,10.3847/1538-4365/adfc59
1879,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,1861,10.3847.1538-4357.ac98b7_apjac98b7f1_2041,apjac98b7f1,10.3847/1538-4357/ac98b7,image_raw_exact,1,1862,10.3847.1538-4357.ac98b7_apjac98b7f3_2042,apjac98b7f3,10.3847/1538-4357/ac98b7
1880,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,48926,10.3847.1538-4357.ad6c0d_apjad6c0df2_53769,apjad6c0df2,10.3847/1538-4357/ad6c0d,image_raw_exact,1,48927,10.3847.1538-4357.ad6c0d_apjad6c0df3_53770,apjad6c0df3,10.3847/1538-4357/ad6c0d
1881,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,42607,10.3847.PSJ.acd1ef_psjacd1eff6_46871,psjacd1eff6,10.3847/psj/acd1ef,image_raw_exact,1,42612,10.3847.PSJ.acd1ef_psjacd1eff7_46876,psjacd1eff7,10.3847/psj/acd1ef
1882,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,55761,10.3847.1538-3881.acf99f_ajacf99ff6_61411,ajacf99ff6,10.3847/1538-3881/acf99f,image_raw_exact,1,55763,10.3847.1538-3881.acf99f_ajacf99ff11_61413,ajacf99ff11,10.3847/1538-3881/acf99f
1883,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,77289,10.3847.1538-3881.adf73c_ajadf73cf6_84533,ajadf73cf6,10.3847/1538-3881/adf73c,image_raw_exact,1,77290,10.3847.1538-3881.adf73c_ajadf73cf3_84534,ajadf73cf3,10.3847/1538-3881/adf73c
1884,image-image,same_paper,candidate_consensus,same_paper,True,image_raw_ambiguous,2,,,,,image_raw_ambiguous,2,,,,
1885,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,72008,10.3847.1538-4357.ae0ad2_apjae0ad2f4_78983,apjae0ad2f4,10.3847/1538-4357/ae0ad2,image_raw_exact,1,72013,10.3847.1538-4357.ae0ad2_apjae0ad2f5_78988,apjae0ad2f5,10.3847/1538-4357/ae0ad2
1886,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,61558,10.3847.2041-8213.ad4994_apjlad4994f1_67814,apjlad4994f1,10.3847/2041-8213/ad4994,image_raw_exact,1,61560,10.3847.2041-8213.ad4994_apjlad4994f2_67816,apjlad4994f2,10.3847/2041-8213/ad4994
1887,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,28079,10.3847.1538-4357.ace0ba_apjace0baf2_30355,apjace0baf2,10.3847/1538-4357/ace0ba,image_raw_exact,1,28080,10.3847.1538-4357.ace0ba_apjace0baf1_30356,apjace0baf1,10.3847/1538-4357/ace0ba
1888,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,90806,10.3847.2041-8213.adb0b2_apjladb0b2f3_98983,apjladb0b2f3,10.3847/2041-8213/adb0b2,image_raw_exact,1,90809,10.3847.2041-8213.adb0b2_apjladb0b2f1_98986,apjladb0b2f1,10.3847/2041-8213/adb0b2
1889,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,22244,10.3847.1538-4357.ad02f1_apjad02f1f5_23851,apjad02f1f5,10.3847/1538-4357/ad02f1,image_raw_exact,1,22245,10.3847.1538-4357.ad02f1_apjad02f1f2_23852,apjad02f1f2,10.3847/1538-4357/ad02f1
1890,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,21676,10.3847.1538-4357.ace5a3_apjace5a3f7_23239,apjace5a3f7,10.3847/1538-4357/ace5a3,image_raw_exact,1,21688,10.3847.1538-4357.ace5a3_apjace5a3f9_23251,apjace5a3f9,10.3847/1538-4357/ace5a3
1891,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,81221,10.3847.1538-3881.adbf11_ajadbf11f1_88690,ajadbf11f1,10.3847/1538-3881/adbf11,image_raw_exact,1,81224,10.3847.1538-3881.adbf11_ajadbf11f3_88693,ajadbf11f3,10.3847/1538-3881/adbf11
1892,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,21251,10.3847.1538-4357.acfca4_apjacfca4f2_22775,apjacfca4f2,10.3847/1538-4357/acfca4,image_raw_exact,1,21326,10.3847.1538-4357.acfca4_apjacfca4f12_22855,apjacfca4f12,10.3847/1538-4357/acfca4
1893,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,19470,10.3847.PSJ.ac4cb6_psjac4cb6f1_20885,psjac4cb6f1,10.3847/psj/ac4cb6,image_raw_exact,1,19485,10.3847.PSJ.ac4cb6_psjac4cb6f17_20900,psjac4cb6f17,10.3847/psj/ac4cb6
1894,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,80748,10.3847.1538-3881.ad8e3a_ajad8e3af6_88166,ajad8e3af6,10.3847/1538-3881/ad8e3a,image_raw_exact,1,80750,10.3847.1538-3881.ad8e3a_ajad8e3af5_88168,ajad8e3af5,10.3847/1538-3881/ad8e3a
1895,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,44705,10.3847.1538-4357.ad919c_apjad919cf5_49094,apjad919cf5,10.3847/1538-4357/ad919c,image_raw_exact,1,44709,10.3847.1538-4357.ad919c_apjad919cf7_49098,apjad919cf7,10.3847/1538-4357/ad919c
1896,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,86349,10.3847.2041-8213.ae2850_apjlae2850f3_94256,apjlae2850f3,10.3847/2041-8213/ae2850,image_raw_exact,1,86350,10.3847.2041-8213.ae2850_apjlae2850f5_94257,apjlae2850f5,10.3847/2041-8213/ae2850
1897,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,26987,10.3847.1538-4357.acea74_apjacea74f16_29136,apjacea74f16,10.3847/1538-4357/acea74,image_raw_exact,1,27067,10.3847.1538-4357.acea74_apjacea74f8_29257,apjacea74f8,10.3847/1538-4357/acea74
1898,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,62415,10.3847.2041-8213.ad2764_apjlad2764f3_68768,apjlad2764f3,10.3847/2041-8213/ad2764,image_raw_exact,1,62416,10.3847.2041-8213.ad2764_apjlad2764f1_68769,apjlad2764f1,10.3847/2041-8213/ad2764
1899,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,5022,10.3847.1538-4357.ac8799_apjac8799f3_5421,apjac8799f3,10.3847/1538-4357/ac8799,image_raw_exact,1,5023,10.3847.1538-4357.ac8799_apjac8799f1_5422,apjac8799f1,10.3847/1538-4357/ac8799
1900,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,55536,10.3847.1538-3881.ad10ab_ajad10abf3_61180,ajad10abf3,10.3847/1538-3881/ad10ab,image_raw_exact,1,55539,10.3847.1538-3881.ad10ab_ajad10abf2_61183,ajad10abf2,10.3847/1538-3881/ad10ab
1901,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,1031,10.3847.1538-4357.aca0a3_apjaca0a3f4_1082,apjaca0a3f4,10.3847/1538-4357/aca0a3,image_raw_exact,1,1032,10.3847.1538-4357.aca0a3_apjaca0a3f1_1083,apjaca0a3f1,10.3847/1538-4357/aca0a3
1902,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,16320,10.3847.2041-8213.ac982c_apjlac982cf3_17593,apjlac982cf3,10.3847/2041-8213/ac982c,image_raw_exact,1,16327,10.3847.2041-8213.ac982c_apjlac982cf2_17600,apjlac982cf2,10.3847/2041-8213/ac982c
1903,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,48289,10.3847.1538-4357.ad8644_apjad8644f2_53004,apjad8644f2,10.3847/1538-4357/ad8644,image_raw_exact,1,48290,10.3847.1538-4357.ad8644_apjad8644f3_53005,apjad8644f3,10.3847/1538-4357/ad8644
1904,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,69679,10.3847.1538-4357.ae11a3_apjae11a3f4_76527,apjae11a3f4,10.3847/1538-4357/ae11a3,image_raw_exact,1,69681,10.3847.1538-4357.ae11a3_apjae11a3f2_76529,apjae11a3f2,10.3847/1538-4357/ae11a3
1905,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,60088,10.3847.2041-8213.ad73d0_apjlad73d0f2_66097,apjlad73d0f2,10.3847/2041-8213/ad73d0,image_raw_exact,1,60090,10.3847.2041-8213.ad73d0_apjlad73d0f1_66099,apjlad73d0f1,10.3847/2041-8213/ad73d0
1906,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,53180,10.3847.1538-3881.ad5203_ajad5203f12_58537,ajad5203f12,10.3847/1538-3881/ad5203,image_raw_exact,1,53185,10.3847.1538-3881.ad5203_ajad5203f6_58542,ajad5203f6,10.3847/1538-3881/ad5203
1907,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,86368,10.3847.2041-8213.ae1eeb_apjlae1eebf1_94275,apjlae1eebf1,10.3847/2041-8213/ae1eeb,image_raw_exact,1,86370,10.3847.2041-8213.ae1eeb_apjlae1eebf3_94277,apjlae1eebf3,10.3847/2041-8213/ae1eeb
1908,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,61860,10.3847.2041-8213.ad3f1e_apjlad3f1ef1_68151,apjlad3f1ef1,10.3847/2041-8213/ad3f1e,image_raw_exact,1,61866,10.3847.2041-8213.ad3f1e_apjlad3f1ef3_68157,apjlad3f1ef3,10.3847/2041-8213/ad3f1e
1909,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,67303,10.3847.1538-4357.ae1a78_apjae1a78f10_74129,apjae1a78f10,10.3847/1538-4357/ae1a78,image_raw_exact,1,67312,10.3847.1538-4357.ae1a78_apjae1a78f15_74138,apjae1a78f15,10.3847/1538-4357/ae1a78
1910,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,61890,10.3847.2041-8213.ad3828_apjlad3828f3_68189,apjlad3828f3,10.3847/2041-8213/ad3828,image_raw_exact,1,61895,10.3847.2041-8213.ad3828_apjlad3828f7_68194,apjlad3828f7,10.3847/2041-8213/ad3828
1911,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,81871,10.3847.1538-4365.ae07d5_apjsae07d5f6_89400,apjsae07d5f6,10.3847/1538-4365/ae07d5,image_raw_exact,1,81874,10.3847.1538-4365.ae07d5_apjsae07d5f4_89403,apjsae07d5f4,10.3847/1538-4365/ae07d5
1912,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,38385,10.3847.2041-8213.ace82d_apjlace82df2_42045,apjlace82df2,10.3847/2041-8213/ace82d,image_raw_exact,1,38386,10.3847.2041-8213.ace82d_apjlace82df4_42046,apjlace82df4,10.3847/2041-8213/ace82d
1913,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,25603,10.3847.1538-4357.aceef5_apjaceef5f5_27577,apjaceef5f5,10.3847/1538-4357/aceef5,image_raw_exact,1,25604,10.3847.1538-4357.aceef5_apjaceef5f4_27578,apjaceef5f4,10.3847/1538-4357/aceef5
1914,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,41377,10.3847.PSJ.acdc16_psjacdc16f8_45475,psjacdc16f8,10.3847/psj/acdc16,image_raw_exact,1,41382,10.3847.PSJ.acdc16_psjacdc16f6_45480,psjacdc16f6,10.3847/psj/acdc16
1915,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,8736,10.3847.1538-3881.ac77f8_ajac77f8f1_9390,ajac77f8f1,10.3847/1538-3881/ac77f8,image_raw_exact,1,8738,10.3847.1538-3881.ac77f8_ajac77f8f4_9392,ajac77f8f4,10.3847/1538-3881/ac77f8
1916,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,48779,10.3847.1538-4357.ad75ff_apjad75fff1_53613,apjad75fff1,10.3847/1538-4357/ad75ff,image_raw_exact,1,48781,10.3847.1538-4357.ad75ff_apjad75fff2_53615,apjad75fff2,10.3847/1538-4357/ad75ff
1917,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,15884,10.3847.2041-8213.aca143_apjlaca143f1_17118,apjlaca143f1,10.3847/2041-8213/aca143,image_raw_exact,1,15905,10.3847.2041-8213.aca143_apjlaca143f2_17143,apjlaca143f2,10.3847/2041-8213/aca143
1918,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,90058,10.3847.2041-8213.adc096_apjladc096f7_98192,apjladc096f7,10.3847/2041-8213/adc096,image_raw_exact,1,90059,10.3847.2041-8213.adc096_apjladc096f9_98193,apjladc096f9,10.3847/2041-8213/adc096
1919,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,30371,10.3847.1538-3881.acf563_ajacf563f17_32909,ajacf563f17,10.3847/1538-3881/acf563,image_raw_exact,1,30552,10.3847.1538-3881.acf563_ajacf563f6_33138,ajacf563f6,10.3847/1538-3881/acf563
1920,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,34418,10.3847.1538-4365.acebe6_apjsacebe6f12_37513,apjsacebe6f12,10.3847/1538-4365/acebe6,image_raw_exact,1,34420,10.3847.1538-4365.acebe6_apjsacebe6f6_37515,apjsacebe6f6,10.3847/1538-4365/acebe6
1921,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,27925,10.3847.1538-4357.ace9bb_apjace9bbf5_30180,apjace9bbf5,10.3847/1538-4357/ace9bb,image_raw_exact,1,27929,10.3847.1538-4357.ace9bb_apjace9bbf3_30184,apjace9bbf3,10.3847/1538-4357/ace9bb
1922,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,22468,10.3847.1538-4357.ad01b6_apjad01b6f8_24082,apjad01b6f8,10.3847/1538-4357/ad01b6,image_raw_exact,1,22472,10.3847.1538-4357.ad01b6_apjad01b6f7_24086,apjad01b6f7,10.3847/1538-4357/ad01b6
1923,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,7849,10.3847.1538-3881.ac7951_ajac7951f6_8431,ajac7951f6,10.3847/1538-3881/ac7951,image_raw_exact,1,7852,10.3847.1538-3881.ac7951_ajac7951f2_8434,ajac7951f2,10.3847/1538-3881/ac7951
1924,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,33004,10.3847.1538-3881.acaf07_ajacaf07f1_35940,ajacaf07f1,10.3847/1538-3881/acaf07,image_raw_exact,1,33008,10.3847.1538-3881.acaf07_ajacaf07f2_35944,ajacaf07f2,10.3847/1538-3881/acaf07
1925,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,49843,10.3847.1538-4357.ad6866_apjad6866f6_54826,apjad6866f6,10.3847/1538-4357/ad6866,image_raw_exact,1,49844,10.3847.1538-4357.ad6866_apjad6866f1_54827,apjad6866f1,10.3847/1538-4357/ad6866
1926,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,89367,10.3847.2041-8213.add266_apjladd266f4_97455,apjladd266f4,10.3847/2041-8213/add266,image_raw_exact,1,89368,10.3847.2041-8213.add266_apjladd266f3_97456,apjladd266f3,10.3847/2041-8213/add266
1927,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,19418,10.3847.PSJ.ac6b39_psjac6b39f6_20833,psjac6b39f6,10.3847/psj/ac6b39,image_raw_exact,1,19424,10.3847.PSJ.ac6b39_psjac6b39f1_20839,psjac6b39f1,10.3847/psj/ac6b39
1928,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,91165,10.3847.2041-8213.ada02a_apjlada02af3_99414,apjlada02af3,10.3847/2041-8213/ada02a,image_raw_exact,1,91167,10.3847.2041-8213.ada02a_apjlada02af7_99416,apjlada02af7,10.3847/2041-8213/ada02a
1929,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,69211,10.3847.1538-4357.ae1116_apjae1116f2_76054,apjae1116f2,10.3847/1538-4357/ae1116,image_raw_exact,1,69215,10.3847.1538-4357.ae1116_apjae1116f6_76058,apjae1116f6,10.3847/1538-4357/ae1116
1930,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,28182,10.3847.1538-4357.acea5f_apjacea5ff3_30466,apjacea5ff3,10.3847/1538-4357/acea5f,image_raw_exact,1,28185,10.3847.1538-4357.acea5f_apjacea5ff1_30469,apjacea5ff1,10.3847/1538-4357/acea5f
1931,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,1483,10.3847.1538-4357.aca295_apjaca295f6_1610,apjaca295f6,10.3847/1538-4357/aca295,image_raw_exact,1,1489,10.3847.1538-4357.aca295_apjaca295f11_1616,apjaca295f11,10.3847/1538-4357/aca295
1932,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,81591,10.3847.1538-4365.ae12f1_apjsae12f1f14_89120,apjsae12f1f14,10.3847/1538-4365/ae12f1,image_raw_exact,1,81592,10.3847.1538-4365.ae12f1_apjsae12f1f15_89121,apjsae12f1f15,10.3847/1538-4365/ae12f1
1933,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,89534,10.3847.2041-8213.add0a6_apjladd0a6f1_97628,apjladd0a6f1,10.3847/2041-8213/add0a6,image_raw_exact,1,89535,10.3847.2041-8213.add0a6_apjladd0a6f2_97629,apjladd0a6f2,10.3847/2041-8213/add0a6
1934,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,64706,10.3847.PSJ.ad8157_psjad8157f13_71352,psjad8157f13,10.3847/psj/ad8157,image_raw_exact,1,64734,10.3847.PSJ.ad8157_psjad8157f5_71380,psjad8157f5,10.3847/psj/ad8157
1935,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,68406,10.3847.1538-4357.ae044b_apjae044bf8_75232,apjae044bf8,10.3847/1538-4357/ae044b,image_raw_exact,1,68712,10.3847.1538-4357.ae044b_apjae044bf9_75555,apjae044bf9,10.3847/1538-4357/ae044b
1936,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,17072,10.3847.2041-8213.ac8155_apjlac8155f3_18408,apjlac8155f3,10.3847/2041-8213/ac8155,image_raw_exact,1,17073,10.3847.2041-8213.ac8155_apjlac8155f1_18409,apjlac8155f1,10.3847/2041-8213/ac8155
1937,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,38439,10.3847.2041-8213.acee01_apjlacee01f1_42099,apjlacee01f1,10.3847/2041-8213/acee01,image_raw_exact,1,38442,10.3847.2041-8213.acee01_apjlacee01f4_42102,apjlacee01f4,10.3847/2041-8213/acee01
1938,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,44949,10.3847.1538-4357.ad93d9_apjad93d9f2_49349,apjad93d9f2,10.3847/1538-4357/ad93d9,image_raw_exact,1,44952,10.3847.1538-4357.ad93d9_apjad93d9f5_49352,apjad93d9f5,10.3847/1538-4357/ad93d9
1939,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,26088,10.3847.1538-4357.ace7b7_apjace7b7f6_28136,apjace7b7f6,10.3847/1538-4357/ace7b7,image_raw_exact,1,26091,10.3847.1538-4357.ace7b7_apjace7b7f1_28139,apjace7b7f1,10.3847/1538-4357/ace7b7
1940,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,45325,10.3847.1538-4357.ad89a5_apjad89a5f8_49746,apjad89a5f8,10.3847/1538-4357/ad89a5,image_raw_exact,1,45329,10.3847.1538-4357.ad89a5_apjad89a5f5_49750,apjad89a5f5,10.3847/1538-4357/ad89a5
1941,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,50694,10.3847.1538-4357.ad6906_apjad6906f5_55799,apjad6906f5,10.3847/1538-4357/ad6906,image_raw_exact,1,50696,10.3847.1538-4357.ad6906_apjad6906f3_55801,apjad6906f3,10.3847/1538-4357/ad6906
1942,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,36993,10.3847.1538-4365.aca537_apjsaca537f16_40485,apjsaca537f16,10.3847/1538-4365/aca537,image_raw_exact,1,37002,10.3847.1538-4365.aca537_apjsaca537f7_40494,apjsaca537f7,10.3847/1538-4365/aca537
1943,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,21268,10.3847.1538-4357.acfd28_apjacfd28f1_22792,apjacfd28f1,10.3847/1538-4357/acfd28,image_raw_exact,1,21275,10.3847.1538-4357.acfd28_apjacfd28f3_22799,apjacfd28f3,10.3847/1538-4357/acfd28
1944,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,10832,10.3847.1538-3881.ac5c47_ajac5c47f10_11704,ajac5c47f10,10.3847/1538-3881/ac5c47,image_raw_exact,1,10839,10.3847.1538-3881.ac5c47_ajac5c47f11_11711,ajac5c47f11,10.3847/1538-3881/ac5c47
1945,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,87266,10.3847.2041-8213.adff4d_apjladff4df2_95229,apjladff4df2,10.3847/2041-8213/adff4d,image_raw_exact,1,87277,10.3847.2041-8213.adff4d_apjladff4df12_95240,apjladff4df12,10.3847/2041-8213/adff4d
1946,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,32798,10.3847.1538-3881.ac9f46_ajac9f46f6_35698,ajac9f46f6,10.3847/1538-3881/ac9f46,image_raw_exact,1,32833,10.3847.1538-3881.ac9f46_ajac9f46f23_35742,ajac9f46f23,10.3847/1538-3881/ac9f46
1947,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,85327,10.3847.1538-4365.ad9dd6_apjsad9dd6f14_93162,apjsad9dd6f14,10.3847/1538-4365/ad9dd6,image_raw_exact,1,85329,10.3847.1538-4365.ad9dd6_apjsad9dd6f16_93164,apjsad9dd6f16,10.3847/1538-4365/ad9dd6
1948,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,9375,10.3847.1538-3881.ac7be4_ajac7be4f8_10098,ajac7be4f8,10.3847/1538-3881/ac7be4,image_raw_exact,1,9377,10.3847.1538-3881.ac7be4_ajac7be4f13_10100,ajac7be4f13,10.3847/1538-3881/ac7be4
1949,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,90977,10.3847.2041-8213.ada558_apjlada558f3_99194,apjlada558f3,10.3847/2041-8213/ada558,image_raw_exact,1,90980,10.3847.2041-8213.ada558_apjlada558f1_99197,apjlada558f1,10.3847/2041-8213/ada558
1950,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,91077,10.3847.2041-8213.ada614_apjlada614f3_99303,apjlada614f3,10.3847/2041-8213/ada614,image_raw_exact,1,91079,10.3847.2041-8213.ada614_apjlada614f2_99305,apjlada614f2,10.3847/2041-8213/ada614
1951,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,78754,10.3847.1538-3881.adae87_ajadae87f4a_86067,ajadae87f4a,10.3847/1538-3881/adae87,image_raw_exact,1,78956,10.3847.1538-3881.adae87_ajadae87f12_86273,ajadae87f12,10.3847/1538-3881/adae87
1952,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,67427,10.3847.1538-4357.ae1a86_apjae1a86f1_74253,apjae1a86f1,10.3847/1538-4357/ae1a86,image_raw_exact,1,67622,10.3847.1538-4357.ae1a86_apjae1a86f7_74448,apjae1a86f7,10.3847/1538-4357/ae1a86
1953,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,88568,10.3847.2041-8213.adf101_apjladf101f4_96586,apjladf101f4,10.3847/2041-8213/adf101,image_raw_exact,1,88571,10.3847.2041-8213.adf101_apjladf101f5_96589,apjladf101f5,10.3847/2041-8213/adf101
1954,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,79877,10.3847.1538-3881.adc684_ajadc684f4_87245,ajadc684f4,10.3847/1538-3881/adc684,image_raw_exact,1,79879,10.3847.1538-3881.adc684_ajadc684f2_87247,ajadc684f2,10.3847/1538-3881/adc684
1955,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,63016,10.3847.PSJ.ad3078_psjad3078f4_69455,psjad3078f4,10.3847/psj/ad3078,image_raw_exact,1,63017,10.3847.PSJ.ad3078_psjad3078f2_69456,psjad3078f2,10.3847/psj/ad3078
1956,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,63321,10.3847.PSJ.ad66b9_psjad66b9f3_69760,psjad66b9f3,10.3847/psj/ad66b9,image_raw_exact,1,63350,10.3847.PSJ.ad66b9_psjad66b9f2_69789,psjad66b9f2,10.3847/psj/ad66b9
1957,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,13498,10.3847.1538-4365.ac7c17_apjsac7c17f17_14587,apjsac7c17f17,10.3847/1538-4365/ac7c17,image_raw_exact,1,13503,10.3847.1538-4365.ac7c17_apjsac7c17f14_14592,apjsac7c17f14,10.3847/1538-4365/ac7c17
1958,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,58901,10.3847.1538-4365.ad1f5d_apjsad1f5df1_64821,apjsad1f5df1,10.3847/1538-4365/ad1f5d,image_raw_exact,1,58904,10.3847.1538-4365.ad1f5d_apjsad1f5df7_64824,apjsad1f5df7,10.3847/1538-4365/ad1f5d
1959,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,56843,10.3847.1538-4365.ad614f_apjsad614ff1_62580,apjsad614ff1,10.3847/1538-4365/ad614f,image_raw_exact,1,56844,10.3847.1538-4365.ad614f_apjsad614ff2_62581,apjsad614ff2,10.3847/1538-4365/ad614f
1960,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,31128,10.3847.1538-3881.acfa74_ajacfa74f1_33774,ajacfa74f1,10.3847/1538-3881/acfa74,image_raw_exact,1,31135,10.3847.1538-3881.acfa74_ajacfa74f7_33781,ajacfa74f7,10.3847/1538-3881/acfa74
